numero	classe	numero_processo	menções	primeira_linha	contexto
3372	HC	84203	1	3468	[HC 84.203, rel. min. Celso de Mello, j. 19-10-2004, 2ª T, DJE de 25-9-2009.]
3373	HC	83921	1	3470	[HC 83.921, rel. min. Eros Grau, j. 3-8-2004, 1ª T, DJ de 27-8-2004.]
3374	RE	626600	1	3471	= RE 626.600 AgR, rel. min. Cármen Lúcia, j. 9-11-2010, 1ª T, DJE de 25-11-2010
3375	HC	81154	1	3475	[HC 81.154, rel. min. Maurício Corrêa, j. 2-10-2001, 2ª T, DJ de 19-12-2001.]
3376	HC	74116	1	3476	= HC 74.116, rel. Néri da Silveira, red. do ac. min. Maurício Corrêa, j. 5-11-1996, 2ª T, DJ de 14-3-1997
3377	HC	79512	1	3478	[HC 79.512, rel. min. Sepúlveda Pertence, j. 16-12-1999, P, DJ de 16-5-2003.]
3378	HC	78937	1	3480	[HC 78.937, rel. min. Maurício Corrêa, j. 18-5-1999, 2ª T, DJ de 29-8-2003.]
3379	RHC	74807	1	3487	[RHC 74.807, rel. min. Maurício Corrêa, j. 22-4-1997, 2ª T, DJ de 20-6-1997.]
3380	HC	92467	1	3488	= HC 92.467, rel. min. Eros Grau, red. do ac. min. Gilmar Mendes, j. 26-10-2010, 2ª T, DJE de 15-2-2011
3381	HC	74599	1	3490	[HC 74.599, rel. min. Ilmar Galvão, j. 3-12-1996, 1ª T, DJ de 7-2-1997.]
3382	HC	74267	1	3492	[HC 74.267, rel. min. Francisco Rezek, j. 26-11-1996, 2ª T, DJ de 28-2-1997.]
3383	HC	104404	1	3493	= HC 104.404, rel. min. Dias Tofolli, j. 21-9-2010, 1ª T, DJE de 30-11-2010
3384	HC	74113	1	3495	[HC 74.113, rel. min. Ilmar Galvão, j. 28-6-1996, P, DJ de 4-4-1997.]
3385	HC	72588	1	3497	[HC 72.588, rel. min. Maurício Corrêa, j. 12-6-1996, P, DJ de 4-8-2000.]
3386	HC	74586	1	3498	= HC 74.586, rel. min. Marco Aurélio, j. 5-8-1997, 2ª T, DJ de 27-4-2001
3387	ADC	43	1	3507	[ADC 43, ADC 44 e ADC 54, rel. min. Marco Aurélio, j. 7-11-2019, P, DJE de 12-11-2020.]
3388	ADC	44	1	3507	[ADC 43, ADC 44 e ADC 54, rel. min. Marco Aurélio, j. 7-11-2019, P, DJE de 12-11-2020.]
3389	ADC	54	1	3507	[ADC 43, ADC 44 e ADC 54, rel. min. Marco Aurélio, j. 7-11-2019, P, DJE de 12-11-2020.]
3390	ARE	848107	1	3515	[ARE 848.107, rel. min. Dias Toffoli, j. 3-7-2023, P, DJE de 4-8-2023, Tema 788, com mérito julgado.]
3391	ARE	964246	1	3519	[ARE 964.246 RG, rel. min. Teori Zavascki, j. 10-11-2016, P, DJE de 25-11-2016, Tema 925, com mérito julgado.]
3392	HC	142173	1	3520	Vide HC 142.173, rel. min. Gilmar Mendes, j. 23-5-2017, 2ª T, DJE de 6-6-2017.
3393	RE	591054	1	3522	[RE 591.054, rel. min. Marco Aurélio, j. 17-12-2014, P, DJE de 26-2-2015, Tema 129, com mérito julgado.]
3394	AI	794971	1	3524	[AI 794.971-AgR, rel. min. Roberto Barroso, red. do ac. min. Marco Aurélio, j. 16-4-2021, P, DJE de 28-6-2021.]
3395	HC	134508	1	3526	[HC 134.508 MC, rel. min. Celso de Mello, j. 22-6-2016, dec. monocrática, DJE de 27-6-2016.]
3396	PET	5700	1	3528	[Pet 5.700, rel. min. Celso de Mello, j. 22-9-2015, dec. monocrática, DJE de 24-9-2015.]
3397	HC	122072	1	3530	[HC 122.072, rel. min. Dias Toffoli, j. 2-9-2014, 1ª T, DJE de 29-9-2014.]
3398	HC	84078	1	3531	Vide HC 84.078, rel. min. Eros Grau, j. 5-2-2009, P, DJE de 26-2-2010
3399	RE	805821	1	3533	[RE 805.821 AgR, rel. min. Ricardo Lewandowski, j. 24-6-2014, 2ª T, DJE de 15-8-2014.]
3400	ARE	943503	1	3534	= ARE 943.503 AgR, rel. min. Roberto Barroso, j. 8-12-2016, 1ª T, DJE de 1º-2-2017
3401	RE	559135	1	3535	Vide RE 559.135 AgR, rel. min. Ricardo Lewandowski, j. 20-5-2008, 1ª T, DJE de 13-6-2008
3402	MS	23262	1	3537	[MS 23.262, rel. min. Dias Toffoli, j. 23-4-2014, P, DJE de 30-10-2014.]
3403	RHC	99293	1	3546	[RHC 99.293, rel. min. Cármen Lúcia, j. 31-8-2010, 1ª T, DJE de 7-2-2011.]
3404	HC	99891	1	3550	[HC 99.891, rel. min. Celso de Mello, j. 15-9-2009, 2ª T, DJE de 18-12-2009.]
3405	RE	459320	1	3562	[RE 459.320 AgR, rel. min. Eros Grau, j. 22-4-2008, 2ª T, DJE de 23-5-2008.]
3406	RE	434198	1	3563	= RE 434.198 AgR, rel. min. Dias Toffoli, j. 28-2-2012, 1ª T, DJE de 30-3-2012
3407	HC	92435	1	3565	[HC 92.435, rel. min. Ayres Britto, j. 25-3-2008, 1ª T, DJE de 17-10-2008.]
3408	HC	90471	1	3571	[HC 90.471, rel. min. Cezar Peluso, j. 7-8-2007, 1ª T, DJ de 14-9-2007.]
3409	HC	100091	1	3575	= HC 100.091, rel. min. Celso de Mello, j. 15-9-2009, 2ª T, DJE de 28-6-2013
3410	HC	87717	1	3577	[HC 87.717, rel. min. Cezar Peluso, j. 3-4-2007, 2ª T, DJ de 8-6-2007.]
3411	HC	118345	1	3578	= HC 118.345, rel min. Teori Zavascki, j. 25-2-2014, 2ª T, DJE de 11-3-2014
3412	HC	118361	1	3579	Vide HC 118.361, rel. min. Gilmar Mendes, j. 25-2-2014, 2ª T, DJE de 17-3-2014
3413	HC	89501	1	3581	[HC 89.501, rel. min. Celso de Mello, j. 12-12-2006, 2ª T, DJ de 16-3-2007.]
3414	HC	84677	1	3583	[HC 84.677, rel. min. Eros Grau, red. do ac. min. Cezar Peluso, j. 23-11-2004, 1ª T, DJ de 8-4-2005.]
3415	HC	88500	1	3584	Vide HC 88.500, rel. min. Joaquim Barbosa, j. 20-10-2009, 2ª T, DJE de 18-12-2009
3416	HC	95483	1	3587	= HC 95.483, rel. min. Marco Aurélio, j. 15-9-2009, 1ª T, DJE 29-10-2009
3417	HC	73793	1	3588	A medida despenalizadora da suspensão condicional do processo (Lei 9.099/1995, art. 89) visa evitar que o autor do fato não tenha que ser submetido ao
3418	HC	74463	1	3588	A medida despenalizadora da suspensão condicional do processo (Lei 9.099/1995, art. 89) visa evitar que o autor do fato não tenha que ser submetido ao
3419	RHC	79460	1	3589	[RHC 79.460, voto do red. do ac. min. Nelson Jobim, j. 27-10-1999, P, DJ de 18-5-2001.]
3420	HC	85106	1	3590	= HC 85.106, rel. min. Sepúlveda Pertence, j. 14-12-2004, 1ª T, DJ de 4-3-2005
3421	HC	73338	1	3592	[HC 73.338, rel. min. Celso de Mello, j. 13-8-1996,1ª T, DJ de 19-12-1996.]
3422	HC	71169	1	3594	[HC 71.169, rel. min. Moreira Alves, j. 26-4-1994, 1ª T, DJ de 16-9-1994.]
3423	AI	747753	1	3598	= AI 747.753 AgR, rel. min. Ayres Britto, j. 14-9-2010, 2ª T, DJE de 28-10-2010
3424	HC	69298	1	3600	[HC 69.298, red. do ac. min. Celso de Mello, j. 9-6-1992, 1ª T, DJ de 15-12-2006.]
3425	HC	104266	1	3601	= HC 104.266, rel. min. Teori Zavascki, j. 12-5-2015, 2ª T, DJE de 26-5-2015
3426	HC	103292	1	3602	= HC 103.292, rel. min. Cármen Lúcia, j. 9-11-2010, 1ª T, DJE de 25-11-2010
3427	RHC	66471	1	3605	[RHC 66.471, rel. min. Célio Borja, j. 28-2-1989, 2ª T, DJ de 31-3-1989.]
3428	RHC	66180	1	3607	[RHC 66.180, rel. min. Francisco Rezek, j. 16-12-1988, 2ª T, DJ de 10-3-1989.]
3429	RHC	67066	1	3609	[RHC 67.066, rel. min. Octavio Gallotti, j. 6-12-1988, 1ª T, DJ de 10-2-1989.]
3430	ARE	859251	1	3612	[ARE 859.251-RG, rel. min. Gilmar Mendes, j. 16-4-2015, P, DJE de 21-5-2015, Tema 811, com mérito julgado.]
3431	PET	4281	1	3614	[Pet 4.281, rel. min. Celso de Mello, j. 10-8-2009, dec. monocrática, DJE de 17-8-2009.]
3432	HC	74276	1	3616	[HC 74.276, rel. min. Celso de Mello, j. 3-9-1996, 1ª T, DJE de 24-2-2011.]
3433	RE	274115	1	3617	= RE 274.115 AgR, rel. min. Ellen Gracie, j. 12-8-2003, 2ª T, DJ de 19-9-2003
3434	HC	93364	1	3628	[HC 93.364 QO, rel. min. Marco Aurélio, j. 11-11-2008, 1ª T, DJE de 19-12-2008.]
3435	HC	90321	1	3630	[HC 90.321, rel. min. Ellen Gracie, j. 2-9-2008, 2ª T, DJE de 26-9-2008.]
3436	HC	90688	1	3634	[HC 90.688, rel. min. Ricardo Lewandowski, j. 12-2-2008, 1ª T, DJE de 25-4-2008.]
3437	RE	603116	1	3644	[RE 603.116, rel. min. Dias Toffoli, j. 19.08.2024, P, DJE de 11.10.2024, Tema 703, com mérito julgado.]
3438	HC	93705	1	3650	= HC 93.705, rel. min. Eros Grau, j. 20-5-2008, 2ª T, DJE de 15-8-2008
3439	HC	96019	1	3654	Vide HC 96.019, rel. min. Joaquim Barbosa, j. 16-12-2008, 2ª T, DJE de 27-3-2009
3440	HC	98689	1	3667	[HC 98.689, rel. min. Ricardo Lewandowski, j. 6-10-2009, 1ª T, DJE de 6-11-2009.]
3441	HC	99379	1	3672	[HC 99.379, rel. min. Eros Grau, j. 8-9-2009, 2ª T, DJE de 23-10-2009.]
3442	HC	98862	1	3675	[HC 98.862, rel. min. Celso de Mello, j. 23-6-2009, 2ª T, DJE de 23-10-2009.]
3443	HC	101980	1	3676	= HC 101.980, rel. min. Dias Toffoli, j. 11-5-2010, 1ª T, DJE de 4-6-2010.
3444	HC	96680	1	3678	[HC 96.680, rel. min. Cármen Lúcia, j. 23-6-2009, 1ª T, DJE de 7-8-2009.]
3445	HC	97049	1	3680	[HC 97.049, rel. min. Ayres Britto, j. 16-6-2009, 1ª T, DJE de 7-8-2009.]
3446	RHC	103744	1	3681	= RHC 103.744, rel. Ricardo Lewandowski, red. do ac. min. Dias Toffoli, j. 31-8-2010, 1ª T, DJE de 25-10-2010
3447	HC	98061	1	3685	[HC 98.061, rel. min. Eros Grau, j. 28-4-2009, 2ª T, DJE de 21-8-2009.]
3448	HC	97240	1	3693	= HC 97.240 AgR, rel. min. Ellen Gracie, j. 2-6-2009, 2ª T, DJE de 14-8-2009
3449	HC	93798	1	3695	[HC 93.798, rel. min. Eros Grau, j. 17-2-2009, 2ª T, DJE de 22-5-2009.]
3450	HC	93971	1	3699	[HC 93.971, rel. min. Joaquim Barbosa, j. 10-2-2009, 2ª T, DJE de 20-3-2009.]
3451	HC	101705	1	3700	= HC 101.705, rel. min. Ayres Britto, j. 29-6-2010, 1ª T, DJE de 3-9-2010
3452	HC	91386	1	3702	[HC 91.386, rel. min. Gilmar Mendes, j. 19-2-2008, 2ª T, DJE de 16-5-2008.]
3453	HC	91205	1	3703	Efeitos do decreto de prisão preventiva no tempo. Superveniência de pronúncia (...). A atual jurisprudência desta Corte é no sentido de que a sentença
3454	HC	101350	1	3705	= HC 101.350, rel. min. Marco Aurélio, red. do ac. min. Luiz Fux, j. 31-5-2011, 1ª T, DJE de 1º-8-2011
3455	HC	94541	1	3709	= HC 94.541, rel. min. Marco Aurélio, j. 30-6-2009, 1ª T, DJE de 23-10-2009
3456	EXT	1254	1	3715	Vide Ext 1.254 QO, rel. min. Ayres Britto, j. 6-9-2011,2ª T, DJE de 20-9-2011
3457	HC	93883	1	3717	[HC 93.883, rel. min. Celso de Mello, j. 26-8-2008, 2ª T, DJE de 27-3-2009.]
3458	HC	98620	1	3718	= HC 98.620, rel. min. Marco Aurélio, red. do ac. min. Luiz Fux, j. 12-4-2011, 1ª T, DJE de 31-5-2011
3459	HC	90064	1	3719	Devem ser desconsiderados quaisquer fundamentos que não tenham sido expressamente mencionados no decreto de prisão preventiva, pois, na linha da juris
3460	HC	79248	1	3719	Devem ser desconsiderados quaisquer fundamentos que não tenham sido expressamente mencionados no decreto de prisão preventiva, pois, na linha da juris
3461	HC	76370	1	3719	Devem ser desconsiderados quaisquer fundamentos que não tenham sido expressamente mencionados no decreto de prisão preventiva, pois, na linha da juris
3462	HC	97487	1	3721	= HC 97.487, rel. min. Ellen Gracie, j. 9-6-2009, 2ª T, DJE de 14-8-2009
3463	HC	82149	1	3723	Não há que se falar em inidoneidade do decreto de prisão, se este embasa a custódia cautelar em dados concretos. A prisão preventiva pode ser decretad
3464	HC	82684	1	3723	Não há que se falar em inidoneidade do decreto de prisão, se este embasa a custódia cautelar em dados concretos. A prisão preventiva pode ser decretad
3465	HC	83157	1	3723	Não há que se falar em inidoneidade do decreto de prisão, se este embasa a custódia cautelar em dados concretos. A prisão preventiva pode ser decretad
3466	HC	91016	1	3724	[HC 91.016, rel. min. Ayres Britto, j. 13-11-2007, 1ª T, DJE de 9-5-2008.]
3467	HC	94179	1	3725	= HC 94.179, rel. min. Gilmar Mendes, j. 25-5-2010, 2ª T, DJE de 13-8-2010
3468	HC	87794	1	3727	[HC 87.794, rel. min. Marco Aurélio, j. 14-11-2006, 1ª T, DJ de 2-2-2007.]
3469	HC	95125	1	3728	= HC 95.125, rel. min. Ricardo Lewandowski, j. 8-6-2010, 1ª T, DJE de 24-9-2010
3470	HC	86304	1	3730	[HC 86.304, rel. min. Eros Grau, j. 4-10-2005, 1ª T, DJ de 3-2-2006.]
3471	HC	103881	1	3731	= HC 103.881, rel. min. Dias Toffoli, j. 31-8-2010, 1ª T, DJE de 22-10-2010
3472	HC	85046	1	3733	[HC 85.046, rel. min. Eros Grau, j. 15-3-2005, 1ª T, DJ de 10-6-2005.]
3473	HC	69630	1	3737	[HC 69.630, rel. min. Paulo Brossard, j. 20-10-1992, 2ª T, DJ de 4-12-1992.]
3474	HC	68503	1	3739	[HC 68.503, rel. min. Célio Borja, j. 19-3-1991, 2ª T, DJ de 29-5-1992.]
3475	RE	1224374	1	3746	[RE 1.224.374, rel. min. Luiz Fux, j. 19-5-2022, P, DJE de 23-9-2022, Tema 1.079, com mérito julgado.]
3476	RE	971959	1	3748	[RE 971.959, rel. min. Luiz Fux, j. 14-11-2018, P, DJE de 31-7-2020, Tema 907, com mérito julgado.]
3477	RE	640139	1	3750	[RE 640.139 RG, rel. min. Dias Toffoli, j. 22-9-2011, P, DJE de 14-10-2011, Tema 478, com mérito julgado.]
3478	RHC	170843	1	3752	[RHC 170.843, rel. min. Gilmar Mendes, j. 4-5-2021, P, DJE de 1-9-2021.]
3479	HC	96219	1	3761	O Estado – que não tem o direito de tratar suspeitos, indiciados ou réus, como se culpados fossem, antes do trânsito em julgado de eventual sentença p
3480	HC	91654	1	3768	[HC 91.654, rel. min. Ayres Britto, j. 8-4-2008, 1ª T, DJE de 7-11-2008.]
3481	HC	83096	1	3773	[HC 83.096, rel. min. Ellen Gracie, j. 18-11-2003, 2ª T, DJ de 12-12-2003.]
3482	HC	82463	1	3775	[HC 82.463, rel. min. Ellen Gracie, j. 5-11-2002, 1ª T, DJ de 19-12-2002.]
3483	RHC	79973	1	3776	= RHC 79.973, rel. min. Nelson Jobim, j. 23-5-2000, 2ª T, DJ de 13-10-2000
3484	HC	80584	1	3782	= HC 80.584, rel. min. Néri da Silveira, j. 8-3-2001, P, DJ de 6-4-2001
3485	HC	79781	1	3784	[HC 79.781, rel. min. Sepúlveda Pertence, j. 18-4-2000, 1ª T, DJ de 9-6-2000.]
3486	HC	79244	1	3786	[HC 79.244, rel. min. Sepúlveda Pertence, j. 23-2-2000, P, DJ de 24-3-2000.]
3487	HC	78708	1	3788	[HC 78.708, rel. min. Sepúlveda Pertence, j. 9-3-1999, 1ª T, DJ de 16-4-1999.]= RE 1.158.507 AgR, rel. min. Ricardo Lewandowski, red. do ac. min. Edso
3488	RE	1158507	1	3788	[HC 78.708, rel. min. Sepúlveda Pertence, j. 9-3-1999, 1ª T, DJ de 16-4-1999.]= RE 1.158.507 AgR, rel. min. Ricardo Lewandowski, red. do ac. min. Edso
3489	HC	77862	1	3790	[HC 77.862, rel. min. Ilmar Galvão, j. 17-12-1998, P, DJ de 2-4-2004.]
3490	HC	77135	1	3792	[HC 77.135, rel. min. Ilmar Galvão, j. 8-9-1998, 1ª T, DJ de 6-11-1998.]
3491	HC	75257	1	3794	[HC 75.257, rel. min. Moreira Alves, j. 17-6-1997, 1ª T, DJ de 29-8-1997.]
3492	HC	72815	1	3796	[HC 72.815, rel. min. Moreira Alves, j. 5-9-1995, 1ª T, DJ de 6-10-1995.]
3493	RE	136239	1	3798	[RE 136.239, rel. min. Celso de Mello, j. 7-4-1992, 1ª T, DJ de 14-8-1992.]
3494	HC	68929	1	3800	[HC 68.929, rel. min. Celso de Mello, j. 22-10-1991, 1ª T, DJ de 28-8-1992.]
3495	HC	96190	1	3803	= HC 96.190, rel. min. Gilmar Mendes, j. 14-6-2010, 2ª T, DJE de 3-9-2010
3496	EXT	1054	1	3811	[Ext 1.054 QO, rel. min. Marco Aurélio, j. 29-8-2007, P, DJE de 22-2-2008.]
3497	HC	89238	1	3813	[HC 89.238, rel. min. Gilmar Mendes, j. 29-5-2007, 2ª T, DJE de 28-3-2008.]
3498	HC	80379	1	3817	[HC 80.379, rel. min. Celso de Mello, j. 18-12-2000, 2ª T, DJ de 25-5-2001.]
3499	HC	103399	1	3819	Vide HC 103.399, rel. min. Ayres Britto, j. 22-6-2010, 1ª T, DJE de 20-8-2010
3500	HC	94157	1	3825	[HC 94.157, rel. min. Celso de Mello, j. 10-6-2008, 2ª T, DJE de 28-3-2011.]
3501	HC	92824	1	3827	[HC 92.824, rel. min. Joaquim Barbosa, j. 18-12-2007, 1ª T,  DJE de 9-5-2008.]
3502	HC	91657	1	3829	[HC 91.657, rel. min. Gilmar Mendes, j. 13-9-2007, P, DJE de 14-3-2008.]
3503	ARE	999425	1	3835	A jurisprudência deste Supremo Tribunal é pacífica no sentido de que os delitos previstos na Lei 8.137/1990 não violam o disposto no art. 5°, LXVII, d
3504	HC	84484	1	3836	(...) desde a adesão do Brasil, sem qualquer reserva, ao Pacto Internacional dos Direitos Civis e Políticos (art. 11) e à Convenção Americana sobre Di
3505	HC	121426	1	3839	[HC 121.426, rel. min. Marco Aurélio, j. 14-3-2017, 1ª T, DJE de 29-3-2017.]
3506	HC	106709	1	3843	[HC 106.709, voto do min. Gilmar Mendes, j. 21-6-2011, 2ª T, DJE de 15-9-2011.]
3507	HC	92566	1	3847	[HC 92.566, rel. min. Marco Aurélio, j. 3-12-2008, P, DJE de 5-6-2009.]
3508	HC	87134	1	3849	[HC 87.134, rel. min. Sepúlveda Pertence, j. 8-8-2006, 1ª T, DJ de 29-9-2006.]
3509	RE	391996	1	3851	[RE 391.996 AgR, rel. min. Ellen Gracie, j. 25-11-2003, 2ª T, DJ de 19-12-2003.]
3510	AI	800589	1	3852	= AI 800.589 AgR, rel. min. Ayres Britto, j. 26-10-2010, 2ª T, DJE de 14-2-2011
3511	HC	82839	1	3854	[HC 82.839, rel. min. Carlos Velloso, j. 17-6-2003, 2ª T, DJ de 22-8-2003.]
3512	HC	81480	1	3857	[HC 81.480 AgR, rel. min. Sydney Sanches, j. 5-2-2002, 1ª T, DJ de 5-4-2002.]
3513	HC	83238	1	3858	= HC 83.238, rel. min. Celso de Mello, j. 25-11-2003, 2ª T, DJE de 24-4-2009
3514	RHC	94271	1	3875	Vide RHC 94.271, rel. min. Cármen Lúcia, j. 14-10-2008, 1ª T, DJE de 20-2-2009
3515	HC	129129	1	3880	[HC 129.129, rel. min. Cármen Lúcia, 2ª. T, j. em 17-10-2019, DJE de 25-11-2019]
3516	HC	121579	1	3885	[HC 121.579 AgR, voto do rel. min. Gilmar Mendes, j. 29-4-2014, 2ª T, DJE de 13-5-2014.]
3517	HC	81681	1	3886	Agravo regimental em habeas corpus. Decisão impugnada que negou seguimento ao writ, ao fundamento de que a via eleita não se mostra adequada ao intent
3518	HC	103823	1	3890	[HC 103.823, rel. min. Marco Aurélio, j. 3-4-2012, 1ª T, DJE de 26-4-2012.]
3519	HC	99619	1	3892	[HC 99.619, red. do ac. min. Rosa Weber, j. 14-2-2012, 1ª T, DJE de 22-3-2012.]
3520	HC	106124	1	3894	[HC 106.124, rel. min. Celso de Mello, j. 22-11-2011, 2ª T, DJE de 11-9-2013.]
3521	HC	110537	1	3897	= HC 110.537 AgR, rel. min. Roberto Barroso, j. 22-10-2013, 1ª T, DJE de 18-11-2013
3522	HC	96787	1	3903	[HC 96.787, rel. min. Ayres Britto, j. 31-5-2011, 2ª T, DJE de 21-11-2011.]
3523	HC	100664	1	3908	[HC 100.664, rel. min. Marco Aurélio, j. 2-12-2010, 1ª T, DJE de 22-2-2011.]
3524	HC	102422	1	3916	[HC 102.422, rel. min. Dias Toffoli, j. 10-6-2010, P, DJE de 14-9-2011.]
3525	HC	91464	1	3917	= HC 91.464, rel. min. Cezar Peluso, j. 2-3-2010, 2ª T, DJE de 11-6-2010
3526	RHC	95958	1	3918	Vide RHC 95.958, rel. min. Ricardo Lewandowski, j. 18-8-2009, 1ª T, DJE de 4-9-2009
3527	HC	99417	1	3924	[HC 99.417, rel. min. Ricardo Lewandowski, j. 1º-6-2010, 1ª T, DJE de 18-6-2010.]
3528	HC	101918	1	3926	[HC 101.918, rel. min. Ricardo Lewandowski, j. 11-5-2010, 1ª T, DJE de 4-6-2010.]
3529	HC	98304	1	3929	= HC 98.304, rel. min. Cezar Peluso, j. 8-9-2009, 2ª T, DJE de 16-10-2009
3530	HC	109547	1	3933	= HC 109.547, rel. min. Cármen Lúcia, j. 13-3-2012, 1ª T, DJE de 29-3-2012
3531	HC	95431	1	3935	[HC 95.431, rel. min. Marco Aurélio, j. 27-4-2010, 1ª T, DJE de 14-5-2010.]
3532	HC	112091	1	3938	= HC 112.091 AgR, rel. min. Dias Toffoli, j. 26-6-2012, 1ª T, DJE de 11-9-2012
3533	HC	92702	1	3940	[HC 92.702, rel. min. Joaquim Barbosa, j. 18-2-2010, P, DJE de 26-3-2010.]
3534	HC	89339	1	3943	[HC 89.339, rel. min. Cezar Peluso, j. 2-2-2010, 2ª T, DJE de 19-2-2010.]
3535	HC	90326	1	3945	Vide HC 90.326 QO, rel. min. Menezes Direito, j. 11-12-2007, 1ª T, DJE de 29-2-2008
3536	RHC	84570	1	3948	[RHC 84.570, rel. min. Cezar Peluso, j. 2-2-2010, 2ª T, DJE de 26-3-2010.]
3537	HC	99114	1	3949	= HC 99.114, rel. min. Ricardo Lewandowski, j. 21-9-2010, 1ª T, DJE de 15-10-2010
3538	HC	100244	1	3951	[HC 100.244 AgR, rel. min. Eros Grau, j. 24-11-2009, 2ª T, DJE de 19-2-2010.]
3539	HC	91665	1	3954	O superveniente julgamento do mérito de habeas corpus impetrado ao STJ e cujo pedido de liminar foi inferido monocraticamente, dando ensejo à impetraç
3540	HC	100097	1	3955	[HC 100.097, rel. min. Joaquim Barbosa, j. 3-11-2009, 2ª T, DJE de 27-11-2009.]
3541	HC	102319	1	3956	= HC 102.319, rel. min. Cármen Lúcia, j. 14-9-2010, 1ª T , DJE de 1º-10-2010
3542	HC	100056	1	3957	Vide HC 100.056, rel. min. Joaquim Barbosa, j. 1º-12-2009, 2ª T, DJE de 18-12-2009
3543	HC	90378	1	3959	[HC 90.378, rel. min. Marco Aurélio, j. 13-10-2009, 1ª T, DJE de 6-11-2009.]
3544	HC	101644	1	3962	= HC 101.644 AgR, rel. min. Dias Toffoli, j. 25-5-2010, 1ª T, DJE de 27-8-2010
3545	HC	88747	1	3966	[HC 88.747 AgR, rel. min. Ayres Britto, j. 15-9-2009, 1ª T, DJE de 29-10-2009.]
3546	HC	98668	1	3968	[HC 98.668, rel. min. Marco Aurélio, j. 15-9-2009, 1ª T, DJE de 9-10-2009.]
3547	HC	95563	1	3973	[HC 95.563, rel. min. Marco Aurélio, j. 23-6-2009, 1ª T, DJE de 21-8-2009.]
3548	HC	96220	1	3975	[HC 96.220, rel. min. Cármen Lúcia, j. 2-6-2009, 1ª T, DJE de 1º-7-2009.]
3549	HC	87107	1	3977	[HC 87.107, rel. min. Cezar Peluso, j. 2-6-2009, 2ª T, DJE de 26-6-2009.]
3550	RHC	94444	1	3981	[RHC 94.444, rel. min. Joaquim Barbosa, j. 24-3-2009, 2ª T, DJE de 8-5-2009.]
3551	HC	95270	1	3983	[HC 95.270, rel. min. Cármen Lúcia, j. 24-3-2009, 1ª T, DJE de 24-4-2009.]
3552	HC	102946	1	3984	= HC 102.946, rel. min. Gilmar Mendes, j. 21-9-2010, 2ª T, DJE de 15-10-2010
3553	HC	95056	1	3989	[HC 95.056, rel. min. Menezes Direito, j. 3-2-2009, 1ª T, DJE de 13-3-2009.]
3554	HC	97776	1	3990	= HC 97.776, rel. min. Ellen Gracie, j. 2-6-2009, 2ª T, DJE de 19-6-2009
3555	RHC	88288	1	3991	Vide RHC 88.288, rel. min. Eros Grau, j. 2-5-2006, 2ª T, DJ de 19-5-2006
3556	HC	87214	1	3994	= HC 87.214 AgR, rel. min. Marco Aurélio, j. 6-5-2010, P, DJE de 28-5-2010
3557	HC	96774	1	3997	[HC 96.774, rel. min. Cármen Lúcia, j. 16-12-2008, 1ª T, DJE de 17-4-2009.]
3558	RHC	95183	1	3999	[RHC 95.183, rel. min. Cármen Lúcia, j. 9-12-2008, 1ª T, DJE de 17-10-2013.]
3559	HC	90427	1	4009	A decisão singular do ministro relator no STJ, ao apreciar o mérito da impetração, negou seguimento ao habeas corpus ali ajuizado. O que viola o princ
3560	HC	94830	1	4011	= HC 94.830, rel. min. Joaquim Barbosa, j. 18-11-2008, 2ª T, DJE de 5-12-2008
3561	HC	101377	1	4016	= HC 101.377, rel. min. Joaquim Barbosa, j. 20-4-2010, 2ª T, DJE de 27-8-2010
3562	HC	101884	1	4017	Vide HC 101.884, rel. min. Joaquim Barbosa, j. 14-9-2010, 2ª T, DJE de 1º-10-2010
3563	RHC	92430	1	4019	[RHC 92.430, rel. min. Marco Aurélio, j. 26-8-2008, 1ª T, DJE de 21-11-2008.]
3564	HC	98197	1	4020	=  HC 98.197, rel. min. Eros Grau, j. 12-5-2009, 2ª T, DJE de 1º-7-2009
3565	RHC	82045	1	4021	A jurisprudência desta Suprema Corte consolidou-se no sentido de que "a coisa julgada estabelecida no processo condenatório não é empecilho, por si só
3566	HC	94903	1	4022	[HC 94.903, rel. min. Menezes Direito, j. 26-8-2008, 1ª T, DJE de 10-10-2008.]
3567	HC	95570	1	4023	= HC 95.570, rel. min. Dias Toffoli, j. 1º-6-2010, 1ª T, DJE de 27-8-2010
3568	RHC	90509	1	4025	[RHC 90.509, rel. min. Marco Aurélio, j. 19-8-2008, 1ª T, DJE de 20-2-2009.]
3569	HC	94154	1	4029	[HC 94.154, rel. min. Joaquim Barbosa, j. 24-6-2008, 1ª T, DJE de 19-9-2008.]
3570	HC	94224	1	4033	[HC 94.224 AgR, rel. min. Menezes Direito, j. 12-6-2008, P, DJE de 12-9-2008.]
3571	HC	104459	1	4036	= HC 104.459, rel. min. Ricardo Lewandowski, j. 14-9-2010, 1ª T, DJE de 3-11-2010
3572	HC	92170	1	4039	[HC 92.170 segundo julgamento, red. do ac. min. Ricardo Lewandowski, j. 27-5-2008, 1ª T, DJE de 15-8-2008.]
3573	RHC	82365	1	4041	[RHC 82.365, rel. min. Cezar Peluso, j. 27-5-2008, 2ª T, DJE de 27-6-2008.]
3574	HC	93942	1	4044	[HC 93.942, rel. min. Cezar Peluso, j. 6-5-2008, 2ª T, DJE de 1º-8-2008.]
